2015.12;6170440
2016.01;6240600
2016.02;6321140
2016.03;6353490
2016.04;6374340
2016.05;6426510
2016.06;6534960
2016.07;6546410
2016.08;6556020
2016.09;6568940
2016.10;6579270
2016.11;6577520
2016.12;6613040
2017.01;6655420
2017.02;6660990
2017.03;6661970
2017.04;6588980
2017.05;6527580
2017.06;6484090
2017.07;6437660
2017.08;6443830
2017.09;6474000
2017.10;6486720
2017.11;6520730
2017.12;6578590
2018.01;6628260
2018.02;6633110
2018.03;6675240
2018.04;6713270
2018.05;6805790
2018.06;6932870
2018.07;6968000
2018.08;7016770
2018.09;7123730
2018.10;7186840
2018.11;7151660
2018.12;7074410
2019.01;7074880
2019.02;7137470
2019.03;7227070
2019.04;7293460
2019.05;7325950
2019.06;7384210
2019.07;7413460
2019.08;7364020
2019.09;7363620
2019.10;7413330
2019.11;7435580
2019.12;7591120
2020.01;7627330
2020.02;7624230
2020.03;7719080
2020.04;7781010
2020.05;7802800
2020.06;7924290
2020.07;8100830
2020.08;8323130
2020.09;8684420
2020.10;8965050
2020.11;9258870
2020.12;9347580
2021.01;9588440
2021.02;9830630
2021.03;10119480
2021.04;10272110
2021.05;10692890
2021.06;10757330
2021.07;10840950
2021.08;10912900
2021.09;10843120
2021.10;10912830
2021.11;10914830
2021.12;11009880
2022.01;11209990
2022.02;11415460
2022.03;11614180
2022.04;11778090
2022.05;11839530
2022.06;11908820
2022.07;11933370
2022.08;11850040
2022.09;11737930
2022.10;11623910
