2017.07;0,8;
2017.08;0,8;
2017.09;0,64;
2017.10;0,64;
2017.11;0,57;
2017.12;0,54;
2018.01;0,58;
2018.02;0,47;
2018.03;0,53;
2018.04;0,52;
2018.05;0,52;
2018.06;0,52;
2018.07;0,54;
2018.08;0,57;
2018.09;0,47;
2018.10;0,54;
2018.11;0,49;
2018.12;0,49;
2019.01;0,54;
2019.02;0,49;
2019.03;0,47;
2019.04;0,52;
2019.05;0,54;
2019.06;0,47;
2019.07;0,57;
2019.08;0,5;
2019.09;0,46;
2019.10;0,48;
2019.11;0,38;
2019.12;0,37;
2020.01;0,38;
2020.02;0,29;
2020.03;0,34;
2020.04;0,28;
2020.05;0,24;
2020.06;0,21;
2020.07;0,19;
2020.08;0,16;
2020.09;0,16;
2020.10;0,16;
2020.11;0,15;
2020.12;0,16;
2021.01;0,15;
2021.02;0,13;
2021.03;0,2;
2021.04;0,21;
2021.05;0,27;
2021.06;0,31;
2021.07;0,36;
2021.08;0,43;
2021.09;0,44;
2021.10;0,49;
2021.11;0,59;
2021.12;0,77;
2022.01;0,73;
2022.02;0,76;
2022.03;0,93;
2022.04;0,83;
2022.05;1,03;
2022.06;1,02;
2022.07;1,03;
2022.08;1,17;
2022.09;1,07;
2022.10;1,02;
2022.11;0,2;
